k600,Vms,Qm3s,slope,depth,width,place,data1,data
2.49125,0.14061,3.5092,0.00186,0.68015,120.61905,Raymond,Raymond et al.,Raymond et al. 2012
1.66877,0.3965,2.5187,0.0011,0.4087,51.0907,Raymond,Raymond et al.,Raymond et al. 2012
1.77279,0.38735,2.1508,0.00122,0.36905,49.45663,Raymond,Raymond et al.,Raymond et al. 2012
1.99732,0.11407,3.0564,0.00202,0.7503,117.3862,Raymond,Raymond et al.,Raymond et al. 2012
1.51041,0.427,1.981,0.00096,0.42395,35.97122,Raymond,Raymond et al.,Raymond et al. 2012
2.48703,0.14854,3.6224,0.0018,0.6405,125.15889,Raymond,Raymond et al.,Raymond et al. 2012
2.35774,0.1769,0.283,0.00383,0.2501,21.02607,Raymond,Raymond et al.,Raymond et al. 2012
2.60302,0.1769,0.283,0.00383,0.2501,21.02607,Raymond,Raymond et al.,Raymond et al. 2012
1.58721,0.41785,2.6036,0.00102,0.3965,51.65637,Raymond,Raymond et al.,Raymond et al. 2012
2.41207,0.20435,0.3113,0.00304,0.2684,18.65672,Raymond,Raymond et al.,Raymond et al. 2012
2.11172,0.30195,3.2545,0.00097,0.5612,63.13131,Raymond,Raymond et al.,Raymond et al. 2012
2.13321,0.14061,3.5375,0.0018,0.6344,130.36042,Raymond,Raymond et al.,Raymond et al. 2012
1.94732,0.1403,0.283,0.00396,0.28365,23.37541,Raymond,Raymond et al.,Raymond et al. 2012
1.50174,0.3538,2.264,0.00088,0.5002,42.05214,Raymond,Raymond et al.,Raymond et al. 2012
1.74736,0.12444,2.9998,0.00185,0.66643,118.9034,Raymond,Raymond et al.,Raymond et al. 2012
2.36683,0.08327,3.0564,0.00209,0.86315,139.78954,Raymond,Raymond et al.,Raymond et al. 2012
1.90673,0.14579,3.6507,0.00174,0.5917,139.11056,Raymond,Raymond et al.,Raymond et al. 2012
1.86802,0.74725,93.39,0.0002,2.33325,176.07043,Raymond,Raymond et al.,Raymond et al. 2012
1.64093,0.2684,0.3962,0.00188,0.2928,16.57197,Raymond,Raymond et al.,Raymond et al. 2012
1.47262,0.15342,2.547,0.00162,0.57035,95.68259,Raymond,Raymond et al.,Raymond et al. 2012
1.56401,0.25315,3.9903,0.00086,0.6405,80.89501,Raymond,Raymond et al.,Raymond et al. 2012
1.61273,0.11865,2.9715,0.00171,0.6771,121.58688,Raymond,Raymond et al.,Raymond et al. 2012
1.47537,0.13176,2.6319,0.00148,0.6954,94.42008,Raymond,Raymond et al.,Raymond et al. 2012
1.92406,0.12871,3.6224,0.00167,0.6283,147.24152,Raymond,Raymond et al.,Raymond et al. 2012
1.32898,0.14366,2.7168,0.00099,0.94855,65.53751,Raymond,Raymond et al.,Raymond et al. 2012
1.56401,0.35075,1.3301,0.00118,0.32025,38.9234,Raymond,Raymond et al.,Raymond et al. 2012
1.43777,0.12048,2.7168,0.00139,0.7808,94.93671,Raymond,Raymond et al.,Raymond et al. 2012
1.84525,0.1769,2.8866,0.00144,0.50935,105.30663,Raymond,Raymond et al.,Raymond et al. 2012
1.43111,0.1278,2.547,0.00168,0.60085,109.03408,Raymond,Raymond et al.,Raymond et al. 2012
1.54753,0.12993,2.9432,0.00164,0.59475,125.19562,Raymond,Raymond et al.,Raymond et al. 2012
1.5811,0.13359,3.6507,0.00166,0.56425,159.2003,Raymond,Raymond et al.,Raymond et al. 2012
1.48196,0.12414,2.6602,0.00138,0.7259,97.04127,Raymond,Raymond et al.,Raymond et al. 2012
1.33619,0.549,31.979,0.00019,1.1712,163.4838,Raymond,Raymond et al.,Raymond et al. 2012
0.98163,0.58255,29.149,0.00017,1.2261,134.14602,Raymond,Raymond et al.,Raymond et al. 2012
1.36518,0.10492,2.547,0.00175,0.63745,125.18082,Raymond,Raymond et al.,Raymond et al. 2012
1.03364,0.13847,3.679,0.00166,0.5063,172.49615,Raymond,Raymond et al.,Raymond et al. 2012
2.53953,0.53985,30.4508,0.00021,1.2688,146.13212,Raymond,Raymond et al.,Raymond et al. 2012
1.42513,0.11621,2.547,0.00158,0.61915,116.36476,Raymond,Raymond et al.,Raymond et al. 2012
1.20591,0.09455,0.283,0.0033,0.36295,27.10762,Raymond,Raymond et al.,Raymond et al. 2012
1.36866,0.10675,2.8866,0.00143,0.7198,123.48668,Raymond,Raymond et al.,Raymond et al. 2012
0.95233,0.57035,33.394,0.00016,1.1895,161.79899,Raymond,Raymond et al.,Raymond et al. 2012
1.46853,0.13329,2.547,0.00137,0.5917,106.15962,Raymond,Raymond et al.,Raymond et al. 2012
1.91991,0.1586,0.6792,0.00131,0.5185,27.14932,Raymond,Raymond et al.,Raymond et al. 2012
1.25646,0.183,0.283,0.00234,0.2501,20.3252,Raymond,Raymond et al.,Raymond et al. 2012
1.42165,0.183,0.283,0.00234,0.2501,20.3252,Raymond,Raymond et al.,Raymond et al. 2012
1.51072,0.10401,2.8866,0.00148,0.66795,136.58458,Raymond,Raymond et al.,Raymond et al. 2012
1.95544,0.5246,30.4508,0.00019,1.2688,150.38014,Raymond,Raymond et al.,Raymond et al. 2012
1.36237,0.13573,2.8866,0.00142,0.52765,132.49334,Raymond,Raymond et al.,Raymond et al. 2012
1.06862,0.51545,31.979,0.00017,1.18645,171.88665,Raymond,Raymond et al.,Raymond et al. 2012
1.45046,0.12383,2.8866,0.00146,0.549,139.57307,Raymond,Raymond et al.,Raymond et al. 2012
1.66431,0.09791,2.8866,0.00159,0.60695,159.67689,Raymond,Raymond et al.,Raymond et al. 2012
0.86747,0.54595,33.394,0.00013,1.2383,162.36894,Raymond,Raymond et al.,Raymond et al. 2012
1.11886,0.1647,0.5943,0.00091,0.4819,24.61322,Raymond,Raymond et al.,Raymond et al. 2012
1.02552,0.1464,0.6792,0.00099,0.47885,31.84713,Raymond,Raymond et al.,Raymond et al. 2012
0.94885,0.1281,0.7075,0.0011,0.47885,37.91325,Raymond,Raymond et al.,Raymond et al. 2012
0.97369,0.10675,0.55185,0.00175,0.3355,50.64935,Raymond,Raymond et al.,Raymond et al. 2012
0.81924,0.0915,0.55185,0.00155,0.3355,59.09091,Raymond,Raymond et al.,Raymond et al. 2012
0.92669,0.09455,0.55185,0.00149,0.3355,57.18475,Raymond,Raymond et al.,Raymond et al. 2012
1.21483,0.11285,0.55185,0.00133,0.305,52.7027,Raymond,Raymond et al.,Raymond et al. 2012
0.84855,0.10675,0.27734,0.0014,0.305,28,Raymond,Raymond et al.,Raymond et al. 2012
0.79605,0.11895,0.27734,0.0013,0.244,31.41026,Raymond,Raymond et al.,Raymond et al. 2012
0.85892,0.08845,0.55185,0.00131,0.32025,64.03941,Raymond,Raymond et al.,Raymond et al. 2012
0.76919,0.08845,0.27734,0.00131,0.305,33.7931,Raymond,Raymond et al.,Raymond et al. 2012
0.74721,0.0976,0.27734,0.0013,0.2745,34.02778,Raymond,Raymond et al.,Raymond et al. 2012
0.67823,0.07625,0.55185,0.00129,0.3355,70.90909,Raymond,Raymond et al.,Raymond et al. 2012
0.73622,0.08845,0.27734,0.00124,0.2745,37.54789,Raymond,Raymond et al.,Raymond et al. 2012
0.68983,0.0671,0.27734,0.00114,0.305,44.54545,Raymond,Raymond et al.,Raymond et al. 2012
51.91879,0.12,0.012,0.232,0.109,0.92,UK,Maurice et al.,Maurice et al. 2017
14.5812,0.04,0.0024,0.232,0.06,0.58,UK,Maurice et al.,Maurice et al. 2017
15.00892,0.19,0.038,0.037,0.193,1.02,UK,Maurice et al.,Maurice et al. 2017
5.57835,0.05,0.0046,0.037,0.103,0.99,UK,Maurice et al.,Maurice et al. 2017
296.19972,0.2,0.037,0.294,0.145,1.14,UK,Maurice et al.,Maurice et al. 2017
4.00358,0.008,0.0008,0.294,0.031,0.98,UK,Maurice et al.,Maurice et al. 2017
149.32676,0.25,0.088,0.056,0.293,1.07,UK,Maurice et al.,Maurice et al. 2017
2.59962,0.01,0.0022,0.056,0.104,1.04,UK,Maurice et al.,Maurice et al. 2017
28.90133,0.22,0.043,0.056,0.121,0.98,UK,Maurice et al.,Maurice et al. 2017
2.87458,0.17,0.0008,0.056,0.046,0.78,UK,Maurice et al.,Maurice et al. 2017
64.37947,0.09,0.013,0.18,0.122,0.92,UK,Maurice et al.,Maurice et al. 2017
6.39906,0.01,0.0031,0.18,0.064,0.82,UK,Maurice et al.,Maurice et al. 2017
197.17115,0.2,0.035,0.249,0.136,1.22,UK,Maurice et al.,Maurice et al. 2017
14.8631,0.03,0.0022,0.249,0.077,1.2,UK,Maurice et al.,Maurice et al. 2017
25.09355,0.13,0.025,0.076,0.13,1.09,UK,Maurice et al.,Maurice et al. 2017
3.49393,0.01,0.1,0.076,0.068,0.93,UK,Maurice et al.,Maurice et al. 2017
77.53167026,0.9438,,0.068639617,0.04,,Paramos,18-Jul,This Study
58.34617118,0.7436,,0.068639617,0.035,,Paramos,18-Jul,This Study
93.58825775,1.0868,,0.097948653,0.025,,Paramos,18-Jul,This Study
57.11457622,0.41184,,0.063994444,0.1,,Paramos,18-Jul,This Study
51.57472159,0.47476,,0.086309148,0.04,,Paramos,18-Jul,This Study
35.69230496,1.0868,,0.027036277,0.035,,Paramos,18-Jul,This Study
35.77514318,0.55484,,0.06512113,0.025,,Paramos,18-Jul,This Study
52.05900602,0.2288,,0.090654528,0.125,,Paramos,18-Jul,This Study
23.94263598,0.76076,,0.034631852,0.02,,Paramos,18-Jul,This Study
144.7094786,0.89804,,0.127020622,0.05,,Paramos,18-Jul,This Study
39.13519219,0.33176,,0.090577887,0.04,,Paramos,18-Jul,This Study
41.53565603,0.12584,,0.142158658,0.105,,Paramos,18-Jul,This Study
60.65811032,0.429,,0.106707963,0.045,,Paramos,18-Jul,This Study
21.28697768,0.0858,,0.074785413,0.165,,Paramos,18-Jul,This Study
0.182455951,0.08008,,0.000421359,0.14,,Paramos,18-Jul,This Study
18.75738253,0.04004,,0.188379804,0.1,,Paramos,18-Jul,This Study
32.06077302,0.09152,,0.138280041,0.115,,Paramos,18-Jul,This Study
29.94726101,0.29172,,0.138280041,0.015,,Paramos,18-Jul,This Study
106.4480235,0.55484,,0.180778016,0.035,,Paramos,18-Jul,This Study
131.4487759,0.7722,,0.180778016,0.03,,Paramos,18-Jul,This Study
97.00387301,0.58344,,0.154875155,0.035,,Paramos,18-Jul,This Study
41.05955977,0.4004,,0.120621005,0.02,,Paramos,18-Jul,This Study
136.1875108,0.43472,,0.19983921,0.07,,Paramos,18-Jul,This Study
107.9693925,0.63492,,0.148024304,0.04,,Paramos,18-Jul,This Study
28.31633778,0.4576,,0.060716812,0.025,,Paramos,18-Jul,This Study
12.67865485,0.10868,,0.036441336,0.14,,Paramos,18-Jul,This Study
4.29153616,0.33748,,0.006489303,0.05,,Paramos,18-Jul,This Study
0,0,,0.046525835,0.16,,Paramos,18-Jul,This Study
2.20576912,0.08008,,0.008501514,0.1,,Paramos,18-Jul,This Study
2.307958881,0.05148,,0.014833501,0.09,,Paramos,18-Jul,This Study
0,0,,0.077783466,0.1,,Paramos,18-Jul,This Study
1.707029943,0.10296,,0.00675895,0.06,,Paramos,18-Jul,This Study
7.162508007,0.24024,,0.014511245,0.06,,Paramos,18-Jul,This Study
21.68700526,0.29172,,0.053067203,0.04,,Paramos,18-Jul,This Study
134.4408072,1.19629,,0.068639617,0.05,,Paramos,25-Jul,This Study
137.6992942,1.40709,,0.068639617,0.12,,Paramos,25-Jul,This Study
115.1235789,1.22791,,0.097948653,0.59,,Paramos,25-Jul,This Study
65.16077006,0.72726,,0.063994444,0.13,,Paramos,25-Jul,This Study
109.6560845,1.20156,,0.086309148,0.03,,Paramos,25-Jul,This Study
58.333977,1.29642,,0.027036277,0.02,,Paramos,25-Jul,This Study
122.4385129,1.3702,,0.06512113,0.14,,Paramos,25-Jul,This Study
108.9696038,0.60078,,0.090654528,0.09,,Paramos,25-Jul,This Study
25.94644077,0.83266,,0.034631852,0.07,,Paramos,25-Jul,This Study
185.4189981,1.2648,,0.127020622,0.1,,Paramos,25-Jul,This Study
50.46985966,0.41106,,0.090577887,0.08,,Paramos,25-Jul,This Study
153.1607336,0.91171,,0.142158658,0.17,,Paramos,25-Jul,This Study
93.98099644,0.75361,,0.106707963,0.05,,Paramos,25-Jul,This Study
41.35765293,0.25296,,0.074785413,0.61,,Paramos,25-Jul,This Study
0.133623986,0.1054,,0.000421359,0.21,,Paramos,25-Jul,This Study
47.52659778,0.09486,,0.188379804,0.32,,Paramos,25-Jul,This Study
150.1450539,0.39525,,0.138280041,0.22,,Paramos,25-Jul,This Study
130.4719426,0.91171,,0.138280041,0.12,,Paramos,25-Jul,This Study
179.5414971,1.09616,,0.180778016,0.03,,Paramos,25-Jul,This Study
251.9597946,1.25426,,0.180778016,0.12,,Paramos,25-Jul,This Study
151.7208871,0.96441,,0.154875155,0.16,,Paramos,25-Jul,This Study
82.07559476,1.03819,,0.120621005,0.12,,Paramos,25-Jul,This Study
148.3667032,0.50065,,0.19983921,0.04,,Paramos,25-Jul,This Study
101.8095736,0.7905,,0.148024304,0.07,,Paramos,25-Jul,This Study
43.22144125,0.55335,,0.060716812,0.14,,Paramos,25-Jul,This Study
37.61023385,0.42687,,0.036441336,0.04,,Paramos,25-Jul,This Study
6.478238237,0.50592,,0.006489303,0.12,,Paramos,25-Jul,This Study
16.01457902,0.11067,,0.046525835,0.1,,Paramos,25-Jul,This Study
5.760051252,0.2108,,0.008501514,0.05,,Paramos,25-Jul,This Study
14.69831052,0.44268,,0.014833501,0.01,,Paramos,25-Jul,This Study
54.48105058,0.27404,,0.077783466,0.05,,Paramos,25-Jul,This Study
4.161246249,0.20553,,0.00675895,0.08,,Paramos,25-Jul,This Study
6.17452669,0.13702,,0.014511245,0.01,,Paramos,25-Jul,This Study
18.36318019,0.12121,,0.053067203,0.07,,Paramos,25-Jul,This Study
61.02395141,1.09824,,0.068639617,0.02,,Paramos,31-Jul,This Study
93.09922029,1.01244,,0.068639617,0.05,,Paramos,31-Jul,This Study
188.186005,1.27556,,0.097948653,0.07,,Paramos,31-Jul,This Study
79.33399758,0.81224,,0.063994444,0.06,,Paramos,31-Jul,This Study
68.99577597,0.5148,,0.086309148,0.06,,Paramos,31-Jul,This Study
42.11249057,1.20692,,0.027036277,0.04,,Paramos,31-Jul,This Study
110.4249587,1.29272,,0.06512113,0.05,,Paramos,31-Jul,This Study
226.6925532,1.69884,,0.090654528,0.07,,Paramos,31-Jul,This Study
28.38043395,0.92092,,0.034631852,0.02,,Paramos,31-Jul,This Study
97.91299839,0.78936,,0.127020622,0.03,,Paramos,31-Jul,This Study
122.5700593,0.572,,0.090577887,0.135,,Paramos,31-Jul,This Study
195.2753878,0.73788,,0.142158658,0.1,,Paramos,31-Jul,This Study
282.6535889,2.0306,,0.106707963,0.06,,Paramos,31-Jul,This Study
20.3445376,0.08008,,0.074785413,0.17,,Paramos,31-Jul,This Study
0.942903102,0.4862,,0.000421359,0.15,,Paramos,31-Jul,This Study
354.0998025,1.0868,,0.188379804,0.1,,Paramos,31-Jul,This Study
86.01684087,0.25168,,0.138280041,0.135,,Paramos,31-Jul,This Study
74.11516944,0.38896,,0.138280041,0.05,,Paramos,31-Jul,This Study
108.6598435,0.62348,,0.180778016,0.03,,Paramos,31-Jul,This Study
110.4452186,0.70928,,0.180778016,0.025,,Paramos,31-Jul,This Study
146.4209716,0.92664,,0.154875155,0.035,,Paramos,31-Jul,This Study
69.76897534,0.72644,,0.120621005,0.02,,Paramos,31-Jul,This Study
22.39820343,0.0572,,0.19983921,0.07,,Paramos,31-Jul,This Study
66.05736711,0.4862,,0.148024304,0.025,,Paramos,31-Jul,This Study
40.81238841,0.61776,,0.060716812,0.03,,Paramos,31-Jul,This Study
16.76411095,0.19448,,0.036441336,0.09,,Paramos,31-Jul,This Study
5.116198292,0.56056,,0.006489303,0.03,,Paramos,31-Jul,This Study
7.155377594,0.04576,,0.046525835,0.135,,Paramos,31-Jul,This Study
5.112288172,0.20592,,0.008501514,0.1,,Paramos,31-Jul,This Study
4.277054292,0.10296,,0.014833501,0.09,,Paramos,31-Jul,This Study
18.80371437,0.09724,,0.077783466,0.1,,Paramos,31-Jul,This Study
1.683668234,0.07436,,0.00675895,0.1,,Paramos,31-Jul,This Study
5.619589884,0.12012,,0.014511245,0.12,,Paramos,31-Jul,This Study
37.839281,0.40612,,0.053067203,0.065,,Paramos,31-Jul,This Study
61.70101455,0.86944,,0.068639617,0.03,,Paramos,6-Aug,This Study
92.41935235,1.14972,,0.068639617,0.04,,Paramos,6-Aug,This Study
69.21408181,0.8866,,0.097948653,0.02,,Paramos,6-Aug,This Study
45.48275984,0.43472,,0.063994444,0.06,,Paramos,6-Aug,This Study
76.09670387,0.87516,,0.086309148,0.03,,Paramos,6-Aug,This Study
29.27859843,0.95524,,0.027036277,0.03,,Paramos,6-Aug,This Study
81.20401809,0.9152,,0.06512113,0.05,,Paramos,6-Aug,This Study
160.2604825,1.50436,,0.090654528,0.045,,Paramos,6-Aug,This Study
31.2950166,0.67496,,0.034631852,0.04,,Paramos,6-Aug,This Study
148.2714589,0.98384,,0.127020622,0.045,,Paramos,6-Aug,This Study
33.60519573,0.30316,,0.090577887,0.035,,Paramos,6-Aug,This Study
149.8354969,0.53196,,0.142158658,0.105,,Paramos,6-Aug,This Study
26.71554541,0.16016,,0.106707963,0.05,,Paramos,6-Aug,This Study
16.93606753,0.10296,,0.074785413,0.08,,Paramos,6-Aug,This Study
0.106530616,0.04576,,0.000421359,0.13,,Paramos,6-Aug,This Study
28.0462286,0.06292,,0.188379804,0.1,,Paramos,6-Aug,This Study
168.1767794,1.21264,,0.138280041,0.035,,Paramos,6-Aug,This Study
49.22386249,0.65208,,0.138280041,0.01,,Paramos,6-Aug,This Study
77.24034784,0.5434,,0.180778016,0.02,,Paramos,6-Aug,This Study
121.4769855,0.78936,,0.180778016,0.025,,Paramos,6-Aug,This Study
82.86396003,0.6864,,0.154875155,0.02,,Paramos,6-Aug,This Study
38.43880879,0.3718,,0.120621005,0.02,,Paramos,6-Aug,This Study
43.34992567,0.12012,,0.19983921,0.07,,Paramos,6-Aug,This Study
22.77372451,0.13156,,0.148024304,0.03,,Paramos,6-Aug,This Study
31.13465816,0.50908,,0.060716812,0.025,,Paramos,6-Aug,This Study
10.5937899,0.16588,,0.036441336,0.05,,Paramos,6-Aug,This Study
4.741858481,0.37752,,0.006489303,0.05,,Paramos,6-Aug,This Study
6.225423477,0.04004,,0.046525835,0.13,,Paramos,6-Aug,This Study
4.217356545,0.16588,,0.008501514,0.1,,Paramos,6-Aug,This Study
2.199942688,0.04576,,0.014833501,0.1,,Paramos,6-Aug,This Study
10.39471769,0.0572,,0.077783466,0.08,,Paramos,6-Aug,This Study
1.795487194,0.09152,,0.00675895,0.08,,Paramos,6-Aug,This Study
0,0,,0.014511245,0.07,,Paramos,6-Aug,This Study
11.70613828,0.10868,,0.053067203,0.065,,Paramos,6-Aug,This Study
19.05227959,0.19499,,0.068639617,0.04,,Paramos,12-Aug,This Study
6.429690636,0.06851,,0.068639617,0.03,,Paramos,12-Aug,This Study
14.7609863,0.08959,,0.097948653,0.05,,Paramos,12-Aug,This Study
7.569918152,0.05797,,0.063994444,0.06,,Paramos,12-Aug,This Study
12.78580831,0.13175,,0.086309148,0.025,,Paramos,12-Aug,This Study
12.60879777,0.28985,,0.027036277,0.045,,Paramos,12-Aug,This Study
16.09953074,0.18445,,0.06512113,0.035,,Paramos,12-Aug,This Study
30.73078099,0.38471,,0.090654528,0.02,,Paramos,12-Aug,This Study
20.12766419,0.41106,,0.034631852,0.04,,Paramos,12-Aug,This Study
69.81666802,0.69037,,0.127020622,0.02,,Paramos,12-Aug,This Study
39.18417779,0.50592,,0.090577887,0.02,,Paramos,12-Aug,This Study
66.59556342,0.58497,,0.142158658,0.02,,Paramos,12-Aug,This Study
33.73356072,0.43214,,0.106707963,0.015,,Paramos,12-Aug,This Study
66.60190081,0.86955,,0.074785413,0.03,,Paramos,12-Aug,This Study
0.522656719,0.74307,,0.000421359,0.025,,Paramos,12-Aug,This Study
108.8019998,0.66929,,0.188379804,0.025,,Paramos,12-Aug,This Study
66.53664039,0.60078,,0.138280041,0.02,,Paramos,12-Aug,This Study
85.51804352,0.69564,,0.138280041,0.025,,Paramos,12-Aug,This Study
29.54562394,0.12121,,0.180778016,0.04,,Paramos,12-Aug,This Study
55.81134456,0.24769,,0.180778016,0.04,,Paramos,12-Aug,This Study
9.562874812,0.04743,,0.154875155,0.03,,Paramos,12-Aug,This Study
14.12063145,0.1054,,0.120621005,0.025,,Paramos,12-Aug,This Study
79.97831798,0.51119,,0.19983921,0.02,,Paramos,12-Aug,This Study
52.97772682,0.37944,,0.148024304,0.025,,Paramos,12-Aug,This Study
21.13673762,0.57443,,0.060716812,0.01,,Paramos,12-Aug,This Study
21.25346889,0.6324,,0.036441336,0.02,,Paramos,12-Aug,This Study
7.982225047,1.40709,,0.006489303,0.015,,Paramos,12-Aug,This Study
50.19063586,1.01711,,0.046525835,0.03,,Paramos,12-Aug,This Study
6.904114717,0.66929,,0.008501514,0.025,,Paramos,12-Aug,This Study
9.647173412,0.55862,,0.014833501,0.025,,Paramos,12-Aug,This Study
22.84264269,0.17391,,0.077783466,0.055,,Paramos,12-Aug,This Study
8.620341231,1.08035,,0.00675895,0.025,,Paramos,12-Aug,This Study
19.1832068,1.1067,,0.014511245,0.03,,Paramos,12-Aug,This Study
45.91270257,0.90117,,0.053067203,0.025,,Paramos,12-Aug,This Study
